customer_id,amount_cad,debit_credit,cash_indicator,country,province,city,transaction_date,transaction_time,transaction_datetime
SYNCID0000000046,105.23,debit,True,CA,ON,SCARBOROUGH,2022-12-20,11:50:31,2022-12-20 11:50:31
SYNCID0000000046,45.46,debit,True,,,,2022-12-04,22:58:06,2022-12-04 22:58:06
SYNCID0000000046,102.97,debit,True,CA,ON,TORONTO,2022-12-30,16:50:48,2022-12-30 16:50:48
SYNCID0000000046,572.47,credit,False,OTHER,,OTHER,2022-11-25,13:21:13,2022-11-25 13:21:13
SYNCID0000000046,5340.75,credit,False,CA,ON,NEPEAN,2022-12-23,11:56:54,2022-12-23 11:56:54
SYNCID0000000046,848.27,credit,False,CA,ON,WINDSOR,2022-11-29,12:23:06,2022-11-29 12:23:06
SYNCID0000000046,108.08,debit,True,CA,ON,MISSISSAUGA,2022-11-26,07:32:15,2022-11-26 07:32:15
SYNCID0000000046,8370.16,credit,False,CA,,OTHER,2023-01-06,14:11:27,2023-01-06 14:11:27
SYNCID0000000046,209.86,debit,True,CA,,OTHER,2023-01-12,00:59:13,2023-01-12 00:59:13
SYNCID0000000046,128.39,debit,True,,,,2022-11-26,11:49:40,2022-11-26 11:49:40
SYNCID0000000046,2711.78,credit,True,CA,ON,SCARBOROUGH,2022-11-19,12:50:21,2022-11-19 12:50:21
SYNCID0000000046,390.44,credit,False,CA,,OTHER,2022-12-20,09:51:38,2022-12-20 09:51:38
SYNCID0000000046,219.59,debit,True,,,,2022-12-30,02:09:56,2022-12-30 02:09:56
SYNCID0000000051,1128.84,credit,False,CA,QC,STJEROME,2022-11-01,21:07:12,2022-11-01 21:07:12
SYNCID0000000051,1033.42,debit,True,CA,BC,RICHMOND,2022-11-22,14:32:30,2022-11-22 14:32:30
SYNCID0000000051,143.03,credit,True,CA,ON,ORANGEVILLE,2023-01-17,17:37:16,2023-01-17 17:37:16
SYNCID0000000059,4394.34,credit,False,CA,,OTHER,2022-11-19,18:29:06,2022-11-19 18:29:06
SYNCID0000000060,277.27,credit,True,OTHER,,OTHER,2023-01-05,08:28:50,2023-01-05 08:28:50
SYNCID0000000060,3868.25,credit,False,OTHER,,OTHER,2023-01-25,06:15:44,2023-01-25 06:15:44
SYNCID0000000062,212.09,debit,True,,,,2022-12-14,21:19:05,2022-12-14 21:19:05
SYNCID0000000062,168.75,credit,False,CA,ON,LONDON,2022-11-12,09:52:50,2022-11-12 09:52:50
SYNCID0000000062,323.47,debit,True,CA,ON,BRANTFORD,2023-01-23,08:06:44,2023-01-23 08:06:44
SYNCID0000000062,61.86,debit,True,CA,,OTHER,2022-11-30,10:21:58,2022-11-30 10:21:58
SYNCID0000000062,20.64,debit,True,CA,SK,REGINA,2022-11-15,17:33:09,2022-11-15 17:33:09
SYNCID0000000063,1050.38,credit,True,CA,BC,VERNON,2022-11-30,18:32:11,2022-11-30 18:32:11
SYNCID0000000063,52.66,debit,True,,,,2022-12-22,16:33:23,2022-12-22 16:33:23
SYNCID0000000065,1075.43,debit,True,CA,QC,MONTREAL,2023-01-26,11:28:09,2023-01-26 11:28:09
SYNCID0000000065,317.49,credit,True,CA,,OTHER,2022-11-06,19:13:54,2022-11-06 19:13:54
SYNCID0000000065,423.31,debit,True,CA,ON,DUNDAS,2022-11-25,23:55:25,2022-11-25 23:55:25
SYNCID0000000065,1055.12,credit,True,CA,ON,TORONTO,2022-12-29,19:47:57,2022-12-29 19:47:57
SYNCID0000000065,517.88,debit,False,CA,ON,LONDON,2022-12-30,17:35:59,2022-12-30 17:35:59
SYNCID0000000065,93.14,debit,True,,,,2022-12-04,13:37:07,2022-12-04 13:37:07
SYNCID0000000065,732.36,debit,True,CA,ON,SUDBURY,2022-11-16,20:19:54,2022-11-16 20:19:54
SYNCID0000000065,519.56,debit,True,CA,QC,MONTREAL,2022-11-21,15:53:47,2022-11-21 15:53:47
SYNCID0000000065,365.29,credit,False,CA,,OTHER,2022-11-12,17:30:13,2022-11-12 17:30:13
SYNCID0000000065,1074.5,credit,True,CA,ON,LONDON,2023-01-30,15:27:04,2023-01-30 15:27:04
SYNCID0000000065,1044.1,debit,True,CA,ON,MISSISSAUGA,2022-11-07,13:16:50,2022-11-07 13:16:50
SYNCID0000000065,5176.01,credit,False,CA,AB,EDMONTON,2022-12-20,15:35:09,2022-12-20 15:35:09
SYNCID0000000065,214.25,debit,True,CA,AB,EDMONTON,2022-11-15,15:11:41,2022-11-15 15:11:41
SYNCID0000000065,420.6,credit,False,CA,ON,TORONTO,2022-12-30,09:32:52,2022-12-30 09:32:52
SYNCID0000000065,11076.83,credit,False,CA,ON,TORONTO,2023-01-13,17:45:13,2023-01-13 17:45:13
SYNCID0000000065,86.36,debit,True,,,,2022-11-17,17:52:10,2022-11-17 17:52:10
SYNCID0000000065,1012.76,credit,True,CA,AB,CALGARY,2022-11-02,20:37:05,2022-11-02 20:37:05
SYNCID0000000065,689.55,credit,True,CA,ON,WOODSTOCK,2023-01-27,20:17:52,2023-01-27 20:17:52
SYNCID0000000065,1547.89,debit,False,CA,ON,HALTONHLLS,2022-11-05,14:25:57,2022-11-05 14:25:57
SYNCID0000000065,42.18,credit,True,CA,AB,EDMONTON,2022-11-16,23:47:24,2022-11-16 23:47:24
SYNCID0000000067,3102.54,credit,False,CA,QC,STJEROME,2022-11-01,21:05:30,2022-11-01 21:05:30
SYNCID0000000067,268.85,debit,True,CA,QC,MONTREAL,2022-12-07,12:14:13,2022-12-07 12:14:13
SYNCID0000000068,1080.68,debit,True,CA,ON,TORONTO,2023-01-28,22:41:39,2023-01-28 22:41:39
SYNCID0000000068,1069.47,debit,True,CA,ON,OSHAWA,2022-12-22,09:24:03,2022-12-22 09:24:03
SYNCID0000000068,937.98,debit,True,CA,ON,PETERBOROUGH,2023-01-10,10:45:58,2023-01-10 10:45:58
SYNCID0000000068,308.24,debit,True,CA,,OTHER,2023-01-21,22:58:27,2023-01-21 22:58:27
SYNCID0000000068,1460.21,debit,False,CA,AB,CALGARY,2022-11-21,18:14:35,2022-11-21 18:14:35
SYNCID0000000068,540.83,debit,True,CA,AB,CALGARY,2023-01-11,17:27:28,2023-01-11 17:27:28
SYNCID0000000068,1034.5,debit,True,CA,AB,CALGARY,2023-01-25,16:14:15,2023-01-25 16:14:15
SYNCID0000000068,109.19,debit,True,OTHER,,OTHER,2023-01-26,18:30:47,2023-01-26 18:30:47
SYNCID0000000068,421.54,debit,False,CA,ON,SCARBOROUGH,2023-01-09,22:02:36,2023-01-09 22:02:36
SYNCID0000000068,975.19,debit,True,,,,2022-11-26,05:37:50,2022-11-26 05:37:50
SYNCID0000000068,9114.35,credit,False,CA,ON,HAMILTON,2023-01-18,10:14:33,2023-01-18 10:14:33
SYNCID0000000068,143.24,debit,True,OTHER,,OTHER,2023-01-23,15:02:49,2023-01-23 15:02:49
SYNCID0000000068,430.25,debit,True,,,,2023-01-12,21:59:45,2023-01-12 21:59:45
SYNCID0000000068,45.54,debit,True,,,,2022-12-05,17:06:54,2022-12-05 17:06:54
SYNCID0000000068,1207.12,credit,False,CA,ON,SCARBOROUGH,2023-01-29,20:22:33,2023-01-29 20:22:33
SYNCID0000000068,1071.66,debit,True,CA,,OTHER,2022-11-04,18:27:54,2022-11-04 18:27:54
SYNCID0000000068,530.3,debit,True,CA,ON,MISSISSAUGA,2022-12-26,12:03:09,2022-12-26 12:03:09
SYNCID0000000068,1066.55,debit,True,CA,AB,CALGARY,2022-12-23,15:06:56,2022-12-23 15:06:56
SYNCID0000000068,211.34,debit,True,CA,,OTHER,2022-11-05,16:59:08,2022-11-05 16:59:08
SYNCID0000000068,1030.1,debit,True,CA,ON,STCATHARINES,2023-01-24,15:32:41,2023-01-24 15:32:41
SYNCID0000000068,717.87,debit,True,CA,ON,TORONTO,2023-01-09,13:07:31,2023-01-09 13:07:31
SYNCID0000000068,785.96,debit,True,CA,ON,TORONTO,2022-12-26,12:05:07,2022-12-26 12:05:07
SYNCID0000000068,153.0,debit,True,OTHER,,OTHER,2022-11-06,08:13:09,2022-11-06 08:13:09
SYNCID0000000068,523.89,debit,True,CA,ON,TORONTO,2022-11-04,09:15:40,2022-11-04 09:15:40
SYNCID0000000068,522.92,debit,True,CA,QC,MONTREAL,2022-12-19,16:37:33,2022-12-19 16:37:33
SYNCID0000000068,913.36,debit,True,CA,,OTHER,2022-11-03,19:55:31,2022-11-03 19:55:31
SYNCID0000000068,1067.31,debit,True,CA,ON,TORONTO,2022-11-20,22:26:28,2022-11-20 22:26:28
SYNCID0000000068,1060.73,debit,False,CA,ON,TORONTO,2022-11-07,16:29:15,2022-11-07 16:29:15
SYNCID0000000068,1043.7,debit,True,CA,AB,EDMONTON,2022-11-30,16:27:13,2022-11-30 16:27:13
SYNCID0000000068,1074.3,debit,True,CA,ON,SCARBOROUGH,2023-01-22,00:16:41,2023-01-22 00:16:41
SYNCID0000000068,1073.04,debit,True,CA,ON,TORONTO,2022-12-30,21:58:57,2022-12-30 21:58:57
SYNCID0000000068,198.01,debit,True,CA,QC,LAVAL,2022-12-30,11:33:43,2022-12-30 11:33:43
SYNCID0000000068,754.99,debit,True,CA,ON,AJAX,2023-01-04,23:23:26,2023-01-04 23:23:26
SYNCID0000000068,255.42,debit,True,CA,,OTHER,2022-11-03,18:19:38,2022-11-03 18:19:38
SYNCID0000000068,639.09,debit,True,CA,ON,MISSISSAUGA,2022-11-13,00:13:40,2022-11-13 00:13:40
SYNCID0000000068,687.43,debit,True,CA,ON,TORONTO,2023-01-08,20:39:59,2023-01-08 20:39:59
SYNCID0000000068,524.15,debit,True,CA,,OTHER,2022-12-03,21:15:44,2022-12-03 21:15:44
SYNCID0000000068,211.22,debit,True,CA,,OTHER,2023-01-27,07:27:49,2023-01-27 07:27:49
SYNCID0000000068,886.26,debit,True,CA,SK,SASKATOON,2022-11-15,17:37:32,2022-11-15 17:37:32
SYNCID0000000068,207.99,debit,True,CA,QC,GATINEAU,2023-01-16,15:20:41,2023-01-16 15:20:41
SYNCID0000000068,1084.18,debit,True,CA,ON,PICKERING,2022-12-30,15:41:04,2022-12-30 15:41:04
SYNCID0000000068,1044.86,debit,True,CA,AB,EDMONTON,2022-11-11,18:16:51,2022-11-11 18:16:51
SYNCID0000000068,1079.78,debit,True,CA,ON,MISSISSAUGA,2022-11-26,19:33:16,2022-11-26 19:33:16
SYNCID0000000068,255.86,debit,True,,,,2022-11-02,14:02:08,2022-11-02 14:02:08
SYNCID0000000068,1043.89,debit,True,CA,ON,GUELPH,2023-01-30,13:16:07,2023-01-30 13:16:07
SYNCID0000000068,702.51,debit,True,CA,AB,EDMONTON,2022-11-27,18:58:59,2022-11-27 18:58:59
SYNCID0000000068,109.42,debit,True,OTHER,,OTHER,2022-12-24,15:03:15,2022-12-24 15:03:15
SYNCID0000000068,1067.12,debit,True,CA,ON,SCARBOROUGH,2022-12-05,01:36:05,2022-12-05 01:36:05
SYNCID0000000068,522.7,debit,True,CA,ON,HAMILTON,2022-12-30,16:52:10,2022-12-30 16:52:10
SYNCID0000000068,1028.54,debit,True,CA,ON,DUNDAS,2022-12-20,11:53:14,2022-12-20 11:53:14
SYNCID0000000068,310.6,debit,True,CA,ON,NORTHYORK,2022-11-24,22:21:17,2022-11-24 22:21:17
SYNCID0000000068,1076.64,debit,True,CA,ON,MISSISSAUGA,2022-11-19,20:57:39,2022-11-19 20:57:39
SYNCID0000000068,1068.73,debit,True,CA,ON,BRAMPTON,2022-12-24,13:53:07,2022-12-24 13:53:07
SYNCID0000000068,515.75,debit,True,CA,BC,VICTORIA,2022-12-15,16:44:59,2022-12-15 16:44:59
SYNCID0000000068,1075.11,debit,True,CA,AB,CALGARY,2022-11-30,18:37:25,2022-11-30 18:37:25
SYNCID0000000068,1192.72,credit,True,CA,ON,SARNIA,2022-11-06,10:14:11,2022-11-06 10:14:11
SYNCID0000000068,1358.56,credit,False,CA,,OTHER,2022-11-24,16:31:01,2022-11-24 16:31:01
SYNCID0000000068,692.83,debit,True,CA,AB,EDMONTON,2022-12-01,18:14:22,2022-12-01 18:14:22
SYNCID0000000068,1032.73,debit,True,CA,ON,SCARBOROUGH,2022-12-30,10:11:43,2022-12-30 10:11:43
SYNCID0000000068,577.67,debit,True,CA,ON,PICKERING,2022-11-21,09:36:43,2022-11-21 09:36:43
SYNCID0000000068,9043.21,credit,False,CA,ON,MISSISSAUGA,2023-01-11,13:41:01,2023-01-11 13:41:01
SYNCID0000000068,1069.26,debit,True,CA,AB,CALGARY,2022-12-05,15:51:58,2022-12-05 15:51:58
SYNCID0000000068,42.31,debit,True,CA,,OTHER,2023-01-24,11:49:44,2023-01-24 11:49:44
SYNCID0000000068,1054.05,debit,True,CA,ON,KINGSTON,2022-12-31,21:11:18,2022-12-31 21:11:18
SYNCID0000000068,1079.4,debit,True,CA,ON,MARKHAM,2023-01-24,12:55:47,2023-01-24 12:55:47
SYNCID0000000068,1048.64,debit,True,CA,ON,NORTHYORK,2023-01-11,05:16:19,2023-01-11 05:16:19
SYNCID0000000068,325.95,debit,True,CA,,OTHER,2022-11-08,09:16:45,2022-11-08 09:16:45
SYNCID0000000068,615.16,debit,True,CA,NS,DIGBY,2022-11-18,13:10:49,2022-11-18 13:10:49
SYNCID0000000068,300.15,debit,True,CA,AB,CALGARY,2023-01-12,23:28:00,2023-01-12 23:28:00
SYNCID0000000068,621.48,debit,True,CA,QC,MONTREAL,2023-01-29,14:16:21,2023-01-29 14:16:21
SYNCID0000000068,42.57,debit,True,CA,ON,TORONTO,2022-12-19,06:33:26,2022-12-19 06:33:26
SYNCID0000000068,107.53,debit,True,CA,,OTHER,2023-01-01,10:37:50,2023-01-01 10:37:50
SYNCID0000000068,109.63,debit,True,,,,2022-12-11,16:49:40,2022-12-11 16:49:40
SYNCID0000000068,1059.73,debit,True,CA,ON,TORONTO,2023-01-12,13:40:27,2023-01-12 13:40:27
SYNCID0000000068,529.0,debit,True,CA,ON,SCARBOROUGH,2023-01-27,21:11:14,2023-01-27 21:11:14
SYNCID0000000068,324.24,debit,False,CA,ON,TORONTO,2022-11-25,14:22:09,2022-11-25 14:22:09
SYNCID0000000071,214.65,debit,True,CA,,OTHER,2022-12-26,13:04:31,2022-12-26 13:04:31
SYNCID0000000071,1039.01,debit,True,CA,ON,LONDON,2023-01-09,14:36:48,2023-01-09 14:36:48
SYNCID0000000072,270.9,debit,True,OTHER,,OTHER,2022-11-12,06:09:30,2022-11-12 06:09:30
SYNCID0000000072,316.87,debit,True,,,,2022-11-20,11:48:48,2022-11-20 11:48:48
SYNCID0000000072,1031.97,debit,True,OTHER,,OTHER,2022-12-20,16:53:28,2022-12-20 16:53:28
SYNCID0000000075,2462.36,credit,False,CA,,OTHER,2023-01-24,10:28:39,2023-01-24 10:28:39
SYNCID0000000075,1288.65,credit,False,CA,QC,QUEBEC,2022-12-31,16:53:40,2022-12-31 16:53:40
SYNCID0000000075,413.75,debit,True,CA,ON,BRANTFORD,2023-01-16,10:49:26,2023-01-16 10:49:26
SYNCID0000000075,426.98,debit,True,CA,ON,BRAMPTON,2022-12-05,09:35:11,2022-12-05 09:35:11
SYNCID0000000075,278.64,debit,True,CA,,OTHER,2022-12-31,13:46:45,2022-12-31 13:46:45
SYNCID0000000078,2720.07,credit,False,OTHER,,OTHER,2022-11-02,21:27:28,2022-11-02 21:27:28
SYNCID0000000084,3147.36,credit,False,CA,ON,AURORA,2022-11-16,14:29:03,2022-11-16 14:29:03
SYNCID0000000084,1305.86,credit,True,CA,BC,VANCOUVER,2022-12-03,16:38:06,2022-12-03 16:38:06
SYNCID0000000084,425.89,debit,True,CA,ON,LONDON,2022-12-06,13:10:50,2022-12-06 13:10:50
SYNCID0000000084,524.73,debit,True,CA,ON,STTHOMAS,2022-11-02,09:40:06,2022-11-02 09:40:06
SYNCID0000000084,1278.11,credit,True,CA,ON,MISSISSAUGA,2022-12-30,19:39:30,2022-12-30 19:39:30
SYNCID0000000084,1032.8,debit,True,CA,ON,KANATA,2023-01-24,17:11:21,2023-01-24 17:11:21
SYNCID0000000084,987.03,credit,False,CA,MB,WINNIPEG,2023-01-09,22:45:22,2023-01-09 22:45:22
SYNCID0000000084,130.19,credit,True,CA,ON,STCATHARINES,2023-01-01,19:06:13,2023-01-01 19:06:13
SYNCID0000000084,3841.23,credit,False,CA,,OTHER,2022-12-26,13:27:17,2022-12-26 13:27:17
SYNCID0000000084,431.99,credit,True,CA,ON,NEPEAN,2022-11-25,09:19:33,2022-11-25 09:19:33
SYNCID0000000084,7218.04,credit,False,CA,ON,BRAMPTON,2022-12-07,13:43:05,2022-12-07 13:43:05
SYNCID0000000084,548.23,credit,True,CA,ON,VAUGHAN,2023-01-05,23:35:36,2023-01-05 23:35:36
SYNCID0000000084,1030.96,debit,True,CA,ON,STTHOMAS,2023-01-16,08:47:16,2023-01-16 08:47:16
SYNCID0000000084,1063.77,debit,True,OTHER,,OTHER,2022-12-19,09:43:47,2022-12-19 09:43:47
SYNCID0000000084,5948.51,credit,False,CA,BC,KELOWNA,2023-01-10,19:29:33,2023-01-10 19:29:33
SYNCID0000000084,1065.62,debit,True,CA,ON,PICKERING,2023-01-31,19:20:10,2023-01-31 19:20:10
SYNCID0000000084,10519.52,credit,False,CA,QC,COTESTLUC,2023-01-13,10:10:26,2023-01-13 10:10:26
SYNCID0000000084,1368.98,credit,False,CA,BC,VANCOUVER,2022-12-07,19:29:37,2022-12-07 19:29:37
SYNCID0000000084,18852.93,credit,False,CA,ON,WOODSTOCK,2022-11-22,12:55:43,2022-11-22 12:55:43
SYNCID0000000084,24203.86,credit,False,CA,BC,BURNABY,2022-12-28,22:36:57,2022-12-28 22:36:57
SYNCID0000000084,3249.12,credit,False,CA,ON,TORONTO,2022-11-08,13:43:00,2022-11-08 13:43:00
SYNCID0000000084,15565.78,credit,False,CA,BC,KELOWNA,2022-11-22,15:31:54,2022-11-22 15:31:54
SYNCID0000000084,1076.93,debit,True,CA,ON,MILTON,2022-11-25,21:36:31,2022-11-25 21:36:31
SYNCID0000000084,1028.34,debit,True,CA,AB,EDMONTON,2023-01-09,11:04:24,2023-01-09 11:04:24
SYNCID0000000084,213.17,credit,False,CA,,OTHER,2023-01-19,17:27:16,2023-01-19 17:27:16
SYNCID0000000084,189.35,debit,True,CA,ON,PETERBOROUGH,2022-11-07,12:17:00,2022-11-07 12:17:00
SYNCID0000000084,323.67,debit,True,,,,2023-01-12,02:43:36,2023-01-12 02:43:36
SYNCID0000000084,12157.4,credit,False,CA,ON,RICHMONDHILL,2022-12-28,17:29:13,2022-12-28 17:29:13
SYNCID0000000084,1745.33,credit,True,CA,ON,TORONTO,2022-11-11,16:05:11,2022-11-11 16:05:11
SYNCID0000000084,4326.02,credit,True,CA,ON,OTTAWA,2023-01-12,18:34:37,2023-01-12 18:34:37
SYNCID0000000084,789.02,credit,False,CA,NL,MARYSTOWN,2022-12-14,16:15:55,2022-12-14 16:15:55
SYNCID0000000084,108.87,debit,True,CA,MB,WINNIPEG,2022-12-28,14:43:14,2022-12-28 14:43:14
SYNCID0000000085,441.06,debit,True,CA,,OTHER,2023-01-26,21:23:51,2023-01-26 21:23:51
SYNCID0000000089,1925.3,credit,True,CA,MB,WINNIPEG,2022-12-06,17:56:28,2022-12-06 17:56:28
SYNCID0000000089,781.19,credit,True,CA,ON,SUDBURY,2022-12-28,10:01:02,2022-12-28 10:01:02
SYNCID0000000094,84.03,credit,True,CA,ON,MISSISSAUGA,2023-01-23,01:23:39,2023-01-23 01:23:39
SYNCID0000000094,11895.43,credit,False,CA,SK,SASKATOON,2022-11-04,16:18:49,2022-11-04 16:18:49
SYNCID0000000095,133.95,debit,True,CA,NS,DARTMOUTH,2022-11-20,18:32:15,2022-11-20 18:32:15
SYNCID0000000095,5174.53,credit,False,CA,ON,OTTAWA,2022-12-09,16:11:01,2022-12-09 16:11:01
SYNCID0000000095,221.09,debit,True,CA,ON,BARRIE,2022-12-05,15:45:21,2022-12-05 15:45:21
SYNCID0000000095,2178.84,credit,False,CA,NS,DARTMOUTH,2022-12-09,10:14:42,2022-12-09 10:14:42
SYNCID0000000095,167.19,debit,True,CA,NL,MARYSTOWN,2022-11-02,11:51:09,2022-11-02 11:51:09
SYNCID0000000095,2991.37,credit,True,CA,AB,CALGARY,2022-11-18,10:50:55,2022-11-18 10:50:55
SYNCID0000000095,4090.36,credit,True,CA,BC,VANCOUVER,2023-01-27,21:41:00,2023-01-27 21:41:00
SYNCID0000000095,17.14,credit,False,CA,ON,MARKHAM,2022-12-11,21:49:51,2022-12-11 21:49:51
SYNCID0000000095,325.39,credit,False,CA,,OTHER,2023-01-09,09:39:31,2023-01-09 09:39:31
SYNCID0000000095,850.75,credit,False,CA,BC,VANCOUVER,2022-11-25,14:45:42,2022-11-25 14:45:42
SYNCID0000000095,14039.42,credit,False,CA,ON,BRAMPTON,2022-12-09,14:57:22,2022-12-09 14:57:22
SYNCID0000000099,513.41,debit,True,CA,SK,SASKATOON,2023-01-20,13:46:23,2023-01-20 13:46:23
SYNCID0000000100,66.28,debit,True,CA,,OTHER,2022-12-25,07:03:10,2022-12-25 07:03:10
SYNCID0000000100,210.57,debit,True,CA,,OTHER,2022-12-30,18:48:22,2022-12-30 18:48:22
SYNCID0000000100,107.23,credit,False,CA,BC,VICTORIA,2022-11-12,16:37:50,2022-11-12 16:37:50
SYNCID0000000100,28139.59,credit,False,CA,ON,TORONTO,2022-11-15,11:30:20,2022-11-15 11:30:20
SYNCID0000000100,198.25,debit,True,CA,,OTHER,2022-11-16,16:36:01,2022-11-16 16:36:01
SYNCID0000000100,524.66,debit,True,CA,ON,ORANGEVILLE,2022-12-26,15:28:40,2022-12-26 15:28:40
SYNCID0000000100,1063.12,credit,False,CA,ON,SCARBOROUGH,2023-01-06,18:21:42,2023-01-06 18:21:42
SYNCID0000000100,214.1,debit,True,,,,2023-01-26,18:11:55,2023-01-26 18:11:55
SYNCID0000000100,313.59,debit,True,CA,SK,SASKATOON,2022-12-24,15:44:45,2022-12-24 15:44:45
SYNCID0000000100,973.97,debit,True,CA,ON,TORONTO,2022-11-29,18:51:55,2022-11-29 18:51:55
SYNCID0000000100,21.04,debit,True,CA,MB,WINNIPEG,2022-12-03,17:25:14,2022-12-03 17:25:14
SYNCID0000000100,107.06,debit,True,CA,ON,AJAX,2023-01-17,11:37:31,2023-01-17 11:37:31
SYNCID0000000100,134.38,credit,True,CA,NL,MARYSTOWN,2023-01-17,12:10:58,2023-01-17 12:10:58
SYNCID0000000100,11072.44,credit,False,CA,MB,WINNIPEG,2022-11-06,11:06:51,2022-11-06 11:06:51
SYNCID0000000106,2373.17,credit,False,CA,BC,COURTENAY,2022-12-01,14:40:33,2022-12-01 14:40:33
SYNCID0000000106,3102.42,credit,False,CA,BC,LANGLEY,2022-12-30,18:48:21,2022-12-30 18:48:21
SYNCID0000000106,1567.71,credit,False,CA,,OTHER,2022-11-22,17:38:47,2022-11-22 17:38:47
SYNCID0000000106,21.41,debit,True,CA,ON,SCARBOROUGH,2022-11-02,19:54:11,2022-11-02 19:54:11
SYNCID0000000106,835.56,credit,True,CA,,OTHER,2023-01-15,13:31:46,2023-01-15 13:31:46
SYNCID0000000106,532.26,debit,True,CA,ON,BRAMPTON,2022-12-30,16:21:27,2022-12-30 16:21:27
SYNCID0000000107,1066.72,credit,False,OTHER,,OTHER,2023-01-06,20:20:41,2023-01-06 20:20:41
SYNCID0000000110,426.38,debit,True,CA,ON,TORONTO,2023-01-04,19:33:48,2023-01-04 19:33:48
SYNCID0000000110,6301.89,credit,False,CA,AB,CALGARY,2022-12-31,17:30:03,2022-12-31 17:30:03
SYNCID0000000110,5130.5,credit,False,CA,ON,TORONTO,2023-01-18,08:52:32,2023-01-18 08:52:32
SYNCID0000000129,3839.11,credit,False,CA,BC,COURTENAY,2022-11-06,18:30:09,2022-11-06 18:30:09
SYNCID0000000129,567.52,credit,False,CA,,OTHER,2023-01-12,18:10:40,2023-01-12 18:10:40
SYNCID0000000129,1077.03,debit,True,CA,,OTHER,2022-12-29,13:29:22,2022-12-29 13:29:22
SYNCID0000000129,1079.09,debit,True,CA,,OTHER,2023-01-17,01:01:13,2023-01-17 01:01:13
SYNCID0000000129,412.89,debit,True,CA,,OTHER,2022-11-11,13:35:41,2022-11-11 13:35:41
SYNCID0000000129,11594.03,credit,True,CA,BC,RICHMOND,2023-01-12,15:02:42,2023-01-12 15:02:42
SYNCID0000000129,533.15,debit,True,CA,,OTHER,2022-11-10,18:02:25,2022-11-10 18:02:25
SYNCID0000000129,211.88,debit,True,OTHER,,OTHER,2022-11-04,02:46:01,2022-11-04 02:46:01
SYNCID0000000129,6711.69,credit,False,CA,ON,MARKHAM,2022-12-27,12:59:50,2022-12-27 12:59:50
SYNCID0000000129,216.06,credit,True,CA,,OTHER,2022-12-18,14:44:08,2022-12-18 14:44:08
SYNCID0000000129,1437.04,credit,False,CA,QC,QUEBEC,2022-12-01,20:33:26,2022-12-01 20:33:26
SYNCID0000000129,532.3,debit,True,CA,ON,MARKHAM,2023-01-08,13:52:36,2023-01-08 13:52:36
SYNCID0000000129,415.77,debit,True,CA,SK,REGINA,2023-01-23,10:52:37,2023-01-23 10:52:37
