customer_id,amount_cad,debit_credit,transaction_date,transaction_time,transaction_datetime,anomaly_score,is_anomaly
SYNCID0000000306,4104.31,credit,2022-12-29,00:00:00,2022-12-29,1,False
SYNCID0000000306,2263.39,debit,2022-12-15,00:00:00,2022-12-15,1,False
SYNCID0000000360,1885.52,debit,2023-01-30,00:00:00,2023-01-30,1,False
SYNCID0000000372,25745.15,credit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000000402,1083.29,credit,2023-01-25,00:00:00,2023-01-25,1,False
SYNCID0000000402,43152.72,debit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000000402,13470.88,credit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000000402,5683.93,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000000419,71105.16,credit,2022-11-17,00:00:00,2022-11-17,1,False
SYNCID0000000454,1627.29,debit,2022-11-04,00:00:00,2022-11-04,1,False
SYNCID0000000465,3938.39,debit,2023-01-27,00:00:00,2023-01-27,1,False
SYNCID0000000503,24268.14,debit,2023-01-22,00:00:00,2023-01-22,1,False
SYNCID0000000537,103597.33,debit,2022-12-28,00:00:00,2022-12-28,1,False
SYNCID0000000537,3203.04,debit,2023-01-25,00:00:00,2023-01-25,1,False
SYNCID0000000537,706.71,debit,2022-12-10,00:00:00,2022-12-10,1,False
SYNCID0000000537,130787.36,debit,2022-11-29,00:00:00,2022-11-29,1,False
SYNCID0000000537,4117.38,debit,2022-11-22,00:00:00,2022-11-22,1,False
SYNCID0000000537,855.63,credit,2022-11-22,00:00:00,2022-11-22,1,False
SYNCID0000000537,941.64,debit,2022-12-05,00:00:00,2022-12-05,1,False
SYNCID0000000537,4534.76,credit,2022-12-05,00:00:00,2022-12-05,1,False
SYNCID0000000537,743.85,debit,2022-12-20,00:00:00,2022-12-20,1,False
SYNCID0000000537,5115.84,debit,2023-01-10,00:00:00,2023-01-10,1,False
SYNCID0000000537,9038.31,debit,2022-12-19,00:00:00,2022-12-19,1,False
SYNCID0000000537,11770.03,credit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000000537,34335.29,debit,2023-01-10,00:00:00,2023-01-10,1,False
SYNCID0000000537,14752.89,credit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000000550,31120.58,debit,2023-01-06,00:00:00,2023-01-06,1,False
SYNCID0000000566,45621.86,credit,2022-12-30,00:00:00,2022-12-30,1,False
SYNCID0000000566,5351.28,credit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000000566,6362.49,credit,2022-11-09,00:00:00,2022-11-09,1,False
SYNCID0000000566,3164.38,credit,2022-11-22,00:00:00,2022-11-22,1,False
SYNCID0000000568,15167.72,debit,2022-11-02,00:00:00,2022-11-02,1,False
SYNCID0000000568,26294.73,debit,2022-11-02,00:00:00,2022-11-02,1,False
SYNCID0000000568,632.49,debit,2023-01-04,00:00:00,2023-01-04,1,False
SYNCID0000000568,10600.45,credit,2023-01-31,00:00:00,2023-01-31,1,False
SYNCID0000000568,2181.33,debit,2022-11-09,00:00:00,2022-11-09,1,False
SYNCID0000000568,1347.21,debit,2023-01-24,00:00:00,2023-01-24,1,False
SYNCID0000000568,10288.05,debit,2022-11-14,00:00:00,2022-11-14,1,False
SYNCID0000000568,11432.92,debit,2023-01-11,00:00:00,2023-01-11,1,False
SYNCID0000000568,64208.72,debit,2022-12-15,00:00:00,2022-12-15,1,False
SYNCID0000000568,14971.61,debit,2023-01-09,00:00:00,2023-01-09,1,False
SYNCID0000000568,5236.49,credit,2022-11-17,00:00:00,2022-11-17,1,False
SYNCID0000000568,48519.22,debit,2022-12-15,00:00:00,2022-12-15,1,False
SYNCID0000000568,2158.66,credit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000000568,11181.68,debit,2023-01-13,00:00:00,2023-01-13,1,False
SYNCID0000000568,9833.84,debit,2022-11-17,00:00:00,2022-11-17,1,False
SYNCID0000000580,1565.07,credit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000000580,4985.73,debit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000000580,47516.81,debit,2022-12-24,00:00:00,2022-12-24,1,False
SYNCID0000000580,10368.83,debit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000000580,6889.38,credit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000000580,434.32,debit,2022-12-09,00:00:00,2022-12-09,1,False
SYNCID0000000580,267.99,debit,2022-11-10,00:00:00,2022-11-10,1,False
SYNCID0000000580,4856.05,debit,2023-01-31,00:00:00,2023-01-31,1,False
SYNCID0000000580,11819.68,debit,2022-11-03,00:00:00,2022-11-03,1,False
SYNCID0000000580,31833.55,credit,2022-11-24,00:00:00,2022-11-24,1,False
SYNCID0000000580,10111.39,debit,2022-11-01,00:00:00,2022-11-01,1,False
SYNCID0000000580,1916.68,debit,2023-01-26,00:00:00,2023-01-26,1,False
SYNCID0000000580,13.75,debit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000000580,10961.85,credit,2023-01-30,00:00:00,2023-01-30,1,False
SYNCID0000000580,6791.78,debit,2023-01-16,00:00:00,2023-01-16,1,False
SYNCID0000000580,1225.04,debit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000000580,2460.33,credit,2023-01-17,00:00:00,2023-01-17,1,False
SYNCID0000000580,974.24,debit,2022-11-29,00:00:00,2022-11-29,1,False
SYNCID0000000580,7736.67,debit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000000580,22847.2,credit,2022-11-03,00:00:00,2022-11-03,1,False
SYNCID0000000580,2468.62,debit,2022-11-08,00:00:00,2022-11-08,1,False
SYNCID0000000581,50323.48,credit,2023-01-09,00:00:00,2023-01-09,1,False
SYNCID0000000587,11662.4,debit,2023-01-17,00:00:00,2023-01-17,1,False
SYNCID0000000587,23742.06,debit,2023-01-18,00:00:00,2023-01-18,1,False
SYNCID0000000600,8387.55,debit,2023-01-16,00:00:00,2023-01-16,1,False
SYNCID0000000600,96019.48,debit,2023-01-30,00:00:00,2023-01-30,1,False
SYNCID0000000619,2806.97,credit,2022-11-10,00:00:00,2022-11-10,1,False
SYNCID0000000619,527.09,credit,2022-12-31,00:00:00,2022-12-31,1,False
SYNCID0000000686,28967.22,debit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000000686,11936.47,debit,2022-11-03,00:00:00,2022-11-03,1,False
SYNCID0000000686,292.72,debit,2022-12-05,00:00:00,2022-12-05,1,False
SYNCID0000000700,919.17,debit,2022-11-02,00:00:00,2022-11-02,1,False
SYNCID0000000760,823043.42,credit,2023-01-13,00:00:00,2023-01-13,1,False
SYNCID0000000760,6186.38,debit,2022-12-22,00:00:00,2022-12-22,1,False
SYNCID0000000775,90798.21,credit,2022-11-17,00:00:00,2022-11-17,1,False
SYNCID0000000775,849.0,debit,2023-01-24,00:00:00,2023-01-24,1,False
SYNCID0000000775,80525.36,debit,2022-12-23,00:00:00,2022-12-23,1,False
SYNCID0000000793,72623.66,debit,2023-01-26,00:00:00,2023-01-26,1,False
SYNCID0000000793,4847.98,credit,2022-12-28,00:00:00,2022-12-28,1,False
SYNCID0000000793,4019.88,debit,2022-12-09,00:00:00,2022-12-09,1,False
SYNCID0000000795,6455.31,credit,2022-12-13,00:00:00,2022-12-13,1,False
SYNCID0000000795,54237.88,debit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000000795,300.71,credit,2022-12-08,00:00:00,2022-12-08,1,False
SYNCID0000000795,15267.73,debit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000000813,33025.1,debit,2022-12-22,00:00:00,2022-12-22,1,False
SYNCID0000000854,2650.28,credit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000000854,12664.07,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000000854,643226.19,credit,2022-11-28,00:00:00,2022-11-28,1,False
SYNCID0000000854,135445.5,credit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000000854,9027.08,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000000854,11401.57,credit,2023-01-10,00:00:00,2023-01-10,1,False
SYNCID0000000871,625158.36,debit,2022-12-07,00:00:00,2022-12-07,1,False
SYNCID0000000872,25216.15,debit,2022-12-19,00:00:00,2022-12-19,1,False
SYNCID0000000890,11270.0,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000000890,499094.59,credit,2022-12-05,00:00:00,2022-12-05,1,False
SYNCID0000000890,100869.48,credit,2022-11-03,00:00:00,2022-11-03,1,False
SYNCID0000000890,35432.03,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000000891,14095.18,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000000891,110695.9,debit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000000891,2377.11,debit,2022-12-05,00:00:00,2022-12-05,1,False
SYNCID0000000893,2993.04,credit,2022-12-29,00:00:00,2022-12-29,1,False
SYNCID0000000917,349954.57,debit,2022-11-18,00:00:00,2022-11-18,1,False
SYNCID0000000918,2375.74,credit,2022-12-29,00:00:00,2022-12-29,1,False
SYNCID0000000918,3162.21,credit,2022-12-28,00:00:00,2022-12-28,1,False
SYNCID0000000918,11666.5,debit,2022-11-24,00:00:00,2022-11-24,1,False
SYNCID0000000926,690327.81,credit,2022-11-04,00:00:00,2022-11-04,1,False
SYNCID0000000934,18021.55,debit,2022-11-03,00:00:00,2022-11-03,1,False
SYNCID0000000977,43316.57,debit,2022-11-01,00:00:00,2022-11-01,1,False
SYNCID0000001008,376719.77,debit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000001010,325317.62,credit,2022-11-30,00:00:00,2022-11-30,1,False
SYNCID0000001010,55427.29,credit,2022-11-10,00:00:00,2022-11-10,1,False
SYNCID0000001010,6856.97,credit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000001010,11578.15,credit,2023-01-13,00:00:00,2023-01-13,1,False
SYNCID0000001010,51408.14,credit,2022-11-01,00:00:00,2022-11-01,1,False
SYNCID0000001010,3724.98,credit,2023-01-13,00:00:00,2023-01-13,1,False
SYNCID0000001010,2013.58,credit,2023-01-09,00:00:00,2023-01-09,1,False
SYNCID0000001010,14616.67,credit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000001010,305603.52,debit,2022-11-22,00:00:00,2022-11-22,1,False
SYNCID0000001010,2631.12,credit,2022-11-30,00:00:00,2022-11-30,1,False
SYNCID0000001010,1136825.74,credit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001010,3983.03,credit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000001010,8491.42,credit,2022-11-10,00:00:00,2022-11-10,1,False
SYNCID0000001010,5138.29,credit,2022-12-03,00:00:00,2022-12-03,1,False
SYNCID0000001010,263822.82,credit,2023-01-11,00:00:00,2023-01-11,1,False
SYNCID0000001010,73896.07,credit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000001010,2362.04,credit,2023-01-12,00:00:00,2023-01-12,1,False
SYNCID0000001013,22126.74,debit,2022-12-19,00:00:00,2022-12-19,1,False
SYNCID0000001038,282.36,credit,2022-12-07,00:00:00,2022-12-07,1,False
SYNCID0000001063,52552.5,debit,2023-01-09,00:00:00,2023-01-09,1,False
SYNCID0000001063,10700.02,credit,2022-12-28,00:00:00,2022-12-28,1,False
SYNCID0000001063,1123.41,debit,2022-12-22,00:00:00,2022-12-22,1,False
SYNCID0000001066,302032.95,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000001103,4275.02,debit,2022-12-13,00:00:00,2022-12-13,1,False
SYNCID0000001103,1051.89,credit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000001106,65911.28,debit,2022-11-26,00:00:00,2022-11-26,1,False
SYNCID0000001106,45095.93,credit,2023-01-06,00:00:00,2023-01-06,1,False
SYNCID0000001106,231961.59,debit,2023-01-17,00:00:00,2023-01-17,1,False
SYNCID0000001132,28745.06,debit,2022-11-22,00:00:00,2022-11-22,1,False
SYNCID0000001141,941162.45,credit,2022-11-14,00:00:00,2022-11-14,1,False
SYNCID0000001141,360.36,credit,2022-11-16,00:00:00,2022-11-16,1,False
SYNCID0000001147,49188.62,credit,2022-11-02,00:00:00,2022-11-02,1,False
SYNCID0000001169,47876.78,debit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000001178,20249.64,credit,2022-12-07,00:00:00,2022-12-07,1,False
SYNCID0000001178,86714.67,debit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001178,16866.5,debit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000001178,3243.51,debit,2022-12-15,00:00:00,2022-12-15,1,False
SYNCID0000001227,265972.73,credit,2022-11-14,00:00:00,2022-11-14,1,False
SYNCID0000001227,960.93,credit,2022-11-29,00:00:00,2022-11-29,1,False
SYNCID0000001227,21997.2,credit,2023-01-11,00:00:00,2023-01-11,1,False
SYNCID0000001227,1248164.66,credit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000001227,53408.95,credit,2023-01-24,00:00:00,2023-01-24,1,False
SYNCID0000001227,158293.28,credit,2022-12-21,00:00:00,2022-12-21,1,False
SYNCID0000001235,4203.52,debit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000001235,154413.52,debit,2023-01-30,00:00:00,2023-01-30,1,False
SYNCID0000001235,4748.16,debit,2023-01-16,00:00:00,2023-01-16,1,False
SYNCID0000001235,1421.46,debit,2023-01-31,00:00:00,2023-01-31,1,False
SYNCID0000001235,19314.45,debit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000001235,674.81,debit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000001235,2142.01,debit,2022-12-07,00:00:00,2022-12-07,1,False
SYNCID0000001235,13585.87,debit,2023-01-31,00:00:00,2023-01-31,1,False
SYNCID0000001235,2066.53,debit,2022-11-09,00:00:00,2022-11-09,1,False
SYNCID0000001235,12305.86,debit,2023-01-04,00:00:00,2023-01-04,1,False
SYNCID0000001235,415.08,debit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000001235,24012.37,debit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000001235,25447.73,debit,2022-12-05,00:00:00,2022-12-05,1,False
SYNCID0000001235,6925.11,debit,2022-11-10,00:00:00,2022-11-10,1,False
SYNCID0000001235,27910.12,debit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000001268,10290.96,debit,2023-01-27,00:00:00,2023-01-27,1,False
SYNCID0000001285,6679.25,credit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001285,45498.02,credit,2022-12-23,00:00:00,2022-12-23,1,False
SYNCID0000001296,5915.92,credit,2022-11-30,00:00:00,2022-11-30,1,False
SYNCID0000001296,76270.15,credit,2023-01-18,00:00:00,2023-01-18,1,False
SYNCID0000001296,632798.22,credit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000001296,16792.19,credit,2023-01-16,00:00:00,2023-01-16,1,False
SYNCID0000001296,64211.86,credit,2023-01-23,00:00:00,2023-01-23,1,False
SYNCID0000001296,4214.7,credit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000001296,20796.87,credit,2022-12-09,00:00:00,2022-12-09,1,False
SYNCID0000001296,3769.25,credit,2022-12-19,00:00:00,2022-12-19,1,False
SYNCID0000001296,13859.16,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000001300,30253.7,debit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000001323,10198.62,debit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000001329,572.54,debit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001366,35150.03,debit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000001366,12722.96,credit,2023-01-25,00:00:00,2023-01-25,1,False
SYNCID0000001386,575817.06,credit,2023-01-11,00:00:00,2023-01-11,1,False
SYNCID0000001390,17010.17,debit,2023-01-04,00:00:00,2023-01-04,1,False
SYNCID0000001390,4162.56,credit,2022-12-21,00:00:00,2022-12-21,1,False
SYNCID0000001390,5218.58,debit,2022-11-07,00:00:00,2022-11-07,1,False
SYNCID0000001396,41455.58,credit,2022-11-21,00:00:00,2022-11-21,1,False
SYNCID0000001396,312.0,credit,2022-12-30,00:00:00,2022-12-30,1,False
SYNCID0000001396,78615.45,credit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000001458,19454.65,debit,2022-12-15,00:00:00,2022-12-15,1,False
SYNCID0000001469,7853.31,debit,2023-01-03,00:00:00,2023-01-03,1,False
SYNCID0000001470,37246.19,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000001487,13590.62,credit,2022-12-12,00:00:00,2022-12-12,1,False
SYNCID0000001487,7470.83,credit,2023-01-25,00:00:00,2023-01-25,1,False
SYNCID0000001487,4258.46,credit,2023-01-12,00:00:00,2023-01-12,1,False
SYNCID0000001487,1403.47,credit,2023-01-26,00:00:00,2023-01-26,1,False
SYNCID0000001487,17114.43,credit,2022-12-02,00:00:00,2022-12-02,1,False
SYNCID0000001487,2183.7,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000001487,12144.79,credit,2023-01-23,00:00:00,2023-01-23,1,False
SYNCID0000001487,1326.69,credit,2023-01-26,00:00:00,2023-01-26,1,False
SYNCID0000001487,250.61,credit,2022-12-23,00:00:00,2022-12-23,1,False
SYNCID0000001487,123.1,credit,2023-01-10,00:00:00,2023-01-10,1,False
SYNCID0000001487,367.33,credit,2023-01-26,00:00:00,2023-01-26,1,False
SYNCID0000001487,889.89,credit,2022-12-20,00:00:00,2022-12-20,1,False
SYNCID0000001487,699.31,credit,2023-01-18,00:00:00,2023-01-18,1,False
SYNCID0000001487,861.84,credit,2023-01-27,00:00:00,2023-01-27,1,False
SYNCID0000001487,233.41,credit,2022-12-13,00:00:00,2022-12-13,1,False
SYNCID0000001487,875.47,credit,2022-11-02,00:00:00,2022-11-02,1,False
SYNCID0000001487,920.69,credit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000001487,652.97,credit,2023-01-24,00:00:00,2023-01-24,1,False
SYNCID0000001487,52687.01,credit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000001487,718.8,credit,2022-11-30,00:00:00,2022-11-30,1,False
SYNCID0000001487,101.79,credit,2022-12-21,00:00:00,2022-12-21,1,False
SYNCID0000001487,29713.52,credit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000001487,1294.84,credit,2023-01-12,00:00:00,2023-01-12,1,False
SYNCID0000001487,2225.29,credit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000001487,867.78,credit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000001487,12890.46,credit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000001487,1775.38,credit,2022-11-04,00:00:00,2022-11-04,1,False
SYNCID0000001487,323.06,credit,2022-11-24,00:00:00,2022-11-24,1,False
SYNCID0000001487,1025.22,credit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001487,5160.52,credit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000001487,520.97,credit,2023-01-09,00:00:00,2023-01-09,1,False
SYNCID0000001487,562.33,credit,2023-01-09,00:00:00,2023-01-09,1,False
SYNCID0000001487,807.66,credit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000001487,6855.96,credit,2022-11-04,00:00:00,2022-11-04,1,False
SYNCID0000001487,14997.06,credit,2022-12-22,00:00:00,2022-12-22,1,False
SYNCID0000001487,1953.09,credit,2022-12-28,00:00:00,2022-12-28,1,False
SYNCID0000001487,1482.96,credit,2023-01-04,00:00:00,2023-01-04,1,False
SYNCID0000001487,60524.3,credit,2022-12-19,00:00:00,2022-12-19,1,False
SYNCID0000001487,8.81,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000001487,7298.9,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000001487,452.46,credit,2022-12-07,00:00:00,2022-12-07,1,False
SYNCID0000001487,1101.84,credit,2023-01-13,00:00:00,2023-01-13,1,False
SYNCID0000001487,105.37,credit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000001487,2222.45,credit,2023-01-06,00:00:00,2023-01-06,1,False
SYNCID0000001487,746.94,credit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000001487,14365.16,credit,2022-12-15,00:00:00,2022-12-15,1,False
SYNCID0000001487,16234.07,credit,2023-01-09,00:00:00,2023-01-09,1,False
SYNCID0000001487,315.33,credit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001487,598.65,credit,2022-12-29,00:00:00,2022-12-29,1,False
SYNCID0000001487,1362.69,credit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000001487,2345.21,credit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001487,16359.76,credit,2022-12-28,00:00:00,2022-12-28,1,False
SYNCID0000001487,156.66,credit,2022-11-08,00:00:00,2022-11-08,1,False
SYNCID0000001487,664.27,credit,2022-12-23,00:00:00,2022-12-23,1,False
SYNCID0000001487,1135.39,credit,2022-11-23,00:00:00,2022-11-23,1,False
SYNCID0000001487,79951.34,credit,2023-01-17,00:00:00,2023-01-17,1,False
SYNCID0000001487,890.33,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000001487,72398.8,credit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000001487,201882.71,credit,2023-01-06,00:00:00,2023-01-06,1,False
SYNCID0000001487,2.16,credit,2022-11-04,00:00:00,2022-11-04,1,False
SYNCID0000001487,7096.02,credit,2022-11-14,00:00:00,2022-11-14,1,False
SYNCID0000001487,4358.48,debit,2023-01-16,00:00:00,2023-01-16,1,False
SYNCID0000001487,921.06,credit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000001487,291.47,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000001487,1413.1,credit,2023-01-11,00:00:00,2023-01-11,1,False
SYNCID0000001487,800.87,credit,2022-11-18,00:00:00,2022-11-18,1,False
SYNCID0000001487,520.13,credit,2022-11-25,00:00:00,2022-11-25,1,False
SYNCID0000001487,1015.5,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000001487,110.7,credit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000001487,132292.36,credit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000001487,2030.34,credit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000001487,2022.92,credit,2023-01-17,00:00:00,2023-01-17,1,False
SYNCID0000001487,22366.87,credit,2022-12-15,00:00:00,2022-12-15,1,False
SYNCID0000001487,10790.85,credit,2023-01-17,00:00:00,2023-01-17,1,False
SYNCID0000001487,567.64,credit,2023-01-31,00:00:00,2023-01-31,1,False
SYNCID0000001487,8.85,credit,2022-12-05,00:00:00,2022-12-05,1,False
SYNCID0000001487,1987.41,credit,2022-12-07,00:00:00,2022-12-07,1,False
SYNCID0000001487,2178.17,credit,2023-01-16,00:00:00,2023-01-16,1,False
SYNCID0000001487,275.99,credit,2022-12-02,00:00:00,2022-12-02,1,False
SYNCID0000001487,1000.76,credit,2023-01-05,00:00:00,2023-01-05,1,False
SYNCID0000001487,2949.21,credit,2022-11-14,00:00:00,2022-11-14,1,False
SYNCID0000001487,24676.48,credit,2022-11-09,00:00:00,2022-11-09,1,False
SYNCID0000001487,375.98,credit,2023-01-20,00:00:00,2023-01-20,1,False
SYNCID0000001487,365.51,credit,2022-12-21,00:00:00,2022-12-21,1,False
SYNCID0000001487,842.74,credit,2023-01-31,00:00:00,2023-01-31,1,False
SYNCID0000001487,1690.85,credit,2022-11-24,00:00:00,2022-11-24,1,False
SYNCID0000001487,187.18,credit,2023-01-27,00:00:00,2023-01-27,1,False
SYNCID0000001487,1162.4,credit,2023-01-13,00:00:00,2023-01-13,1,False
SYNCID0000001487,7154.79,credit,2022-11-10,00:00:00,2022-11-10,1,False
SYNCID0000001487,125.17,credit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000001487,2034.16,credit,2022-12-16,00:00:00,2022-12-16,1,False
SYNCID0000001487,885.87,credit,2022-12-14,00:00:00,2022-12-14,1,False
SYNCID0000001487,938.71,credit,2023-01-19,00:00:00,2023-01-19,1,False
SYNCID0000001487,6738.35,credit,2022-11-10,00:00:00,2022-11-10,1,False
SYNCID0000001487,14265.19,credit,2023-01-31,00:00:00,2023-01-31,1,False
SYNCID0000001487,822.96,credit,2023-01-10,00:00:00,2023-01-10,1,False
SYNCID0000001487,720.21,credit,2022-12-12,00:00:00,2022-12-12,1,False
SYNCID0000001487,33999.9,credit,2023-01-16,00:00:00,2023-01-16,1,False
SYNCID0000001487,443592.73,credit,2022-12-01,00:00:00,2022-12-01,1,False
SYNCID0000001487,7513.96,credit,2022-11-02,00:00:00,2022-11-02,1,False
SYNCID0000001487,405.3,credit,2022-11-18,00:00:00,2022-11-18,1,False
SYNCID0000001487,1061.95,credit,2022-11-04,00:00:00,2022-11-04,1,False
SYNCID0000001487,11601.54,credit,2022-11-09,00:00:00,2022-11-09,1,False
SYNCID0000001487,1304.81,credit,2022-11-15,00:00:00,2022-11-15,1,False
SYNCID0000001487,2905.43,credit,2022-12-19,00:00:00,2022-12-19,1,False
SYNCID0000001487,27211.49,credit,2023-01-04,00:00:00,2023-01-04,1,False
SYNCID0000001487,16641.75,credit,2023-01-04,00:00:00,2023-01-04,1,False
